resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,pitstopId
16842,691,347,167,20,6,\N,R,9,0.0,0,\N,\N,\N,\N,\N,\N,3,347_691
16843,691,374,176,16,7,\N,R,10,0.0,0,\N,\N,\N,\N,\N,\N,3,374_691
16844,691,289,66,14,9,\N,R,11,0.0,0,\N,\N,\N,\N,\N,\N,3,289_691
16845,691,373,172,10,10,\N,R,12,0.0,0,\N,\N,\N,\N,\N,\N,5,373_691
16846,691,396,66,8,11,\N,R,13,0.0,0,\N,\N,\N,\N,\N,\N,3,396_691
16847,691,304,183,4,13,\N,R,14,0.0,0,\N,\N,\N,\N,\N,\N,3,304_691
16848,691,346,167,21,14,\N,R,15,0.0,0,\N,\N,\N,\N,\N,\N,3,346_691
16849,691,360,188,24,0,\N,W,16,0.0,0,\N,\N,\N,\N,\N,\N,54,360_691
16850,691,397,176,11,0,\N,W,17,0.0,0,\N,\N,\N,\N,\N,\N,5,397_691
16851,691,398,66,8,0,\N,W,18,0.0,0,\N,\N,\N,\N,\N,\N,54,398_691
16852,692,356,191,12,4,1,1,1,9.0,48,1:48:31.3,6511300,\N,\N,\N,\N,1,356_692
16853,692,387,6,22,3,2,2,2,6.0,48,+9.5,6520800,\N,\N,\N,\N,1,387_692
16854,692,304,191,14,9,3,3,3,4.0,46,\N,\N,\N,\N,\N,\N,12,304_692
16855,692,358,167,6,5,4,4,4,3.0,46,\N,\N,\N,\N,\N,\N,12,358_692
16856,692,364,189,26,14,5,5,5,2.0,45,\N,\N,\N,\N,\N,\N,13,364_692
16857,692,399,181,44,15,6,6,6,1.0,45,\N,\N,\N,\N,\N,\N,13,399_692
16858,692,383,183,36,12,7,7,7,0.0,44,\N,\N,\N,\N,\N,\N,14,383_692
16859,692,278,167,8,7,8,8,8,0.0,44,\N,\N,\N,\N,\N,\N,14,278_692
16860,692,389,167,42,11,\N,N,9,0.0,42,\N,\N,\N,\N,\N,\N,62,389_692
16861,692,345,172,2,13,\N,R,10,0.0,40,\N,\N,\N,\N,\N,\N,44,345_692
16862,692,385,6,20,1,\N,N,11,0.0,37,\N,\N,\N,\N,\N,\N,62,385_692
16863,692,347,183,30,17,\N,N,12,0.0,32,\N,\N,\N,\N,\N,\N,62,347_692
16864,692,289,66,16,8,\N,R,13,0.0,13,\N,\N,\N,\N,\N,\N,5,289_692
16865,692,346,167,38,6,\N,R,14,0.0,10,\N,\N,\N,\N,\N,\N,69,346_692
16866,692,374,176,32,10,\N,R,15,0.0,8,\N,\N,\N,\N,\N,\N,8,374_692
16867,692,341,167,10,2,\N,R,16,0.0,5,\N,\N,\N,\N,\N,\N,69,341_692
16868,692,397,176,4,16,\N,R,17,0.0,3,\N,\N,\N,\N,\N,\N,6,397_692
16869,693,356,191,5,1,1,1,1,9.0,80,2:13:13.4,7993400,\N,\N,\N,\N,1,356_693
16870,693,304,191,6,2,2,2,2,6.0,80,+9.6,8003000,\N,\N,\N,\N,1,304_693
16871,693,289,66,3,4,3,3,3,4.0,79,\N,\N,\N,\N,\N,\N,11,289_693
16872,693,373,172,1,5,4,4,4,3.0,79,\N,\N,\N,\N,\N,\N,11,373_693
16873,693,358,167,11,7,5,5,5,2.0,79,\N,\N,\N,\N,\N,\N,11,358_693
16874,693,360,188,14,13,6,6,6,1.0,78,\N,\N,\N,\N,\N,\N,12,360_693
16875,693,388,183,7,12,7,7,7,0.0,78,\N,\N,\N,\N,\N,\N,12,388_693
16876,693,399,181,22,16,8,8,8,0.0,76,\N,\N,\N,\N,\N,\N,14,399_693
16877,693,396,66,25,14,9,9,9,0.0,76,\N,\N,\N,\N,\N,\N,14,396_693
16878,693,389,167,19,17,10,10,10,0.0,75,\N,\N,\N,\N,\N,\N,15,389_693
16879,693,400,192,24,19,11,11,11,0.0,73,\N,\N,\N,\N,\N,\N,17,400_693
16880,693,383,183,21,10,\N,N,12,0.0,70,\N,\N,\N,\N,\N,\N,62,383_693
16881,693,346,167,20,11,\N,N,13,0.0,70,\N,\N,\N,\N,\N,\N,62,346_693
16882,693,341,167,12,6,\N,R,14,0.0,67,\N,\N,\N,\N,\N,\N,7,341_693
16883,693,347,183,18,15,\N,R,15,0.0,42,\N,\N,\N,\N,\N,\N,8,347_693
16884,693,397,176,2,20,\N,R,16,0.0,32,\N,\N,\N,\N,\N,\N,6,397_693
16885,693,328,66,4,8,\N,R,17,0.0,17,\N,\N,\N,\N,\N,\N,5,328_693
16886,693,374,176,17,9,\N,R,18,0.0,15,\N,\N,\N,\N,\N,\N,44,374_693
16887,693,364,189,16,3,\N,R,19,0.0,9,\N,\N,\N,\N,\N,\N,5,364_693
16888,693,401,91,23,18,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,5,401_693
16889,694,356,191,16,1,1,1,1,9.0,90,2:20:32.5,8432500,\N,\N,\N,\N,1,356_694
16890,694,289,66,12,7,2,2,2,6.0,89,\N,\N,\N,\N,\N,\N,11,289_694
16891,694,373,172,6,3,3,3,3,4.0,88,\N,\N,\N,\N,\N,\N,12,373_694
16892,694,328,66,14,8,4,4,4,3.0,88,\N,\N,\N,\N,\N,\N,12,328_694
16893,694,374,176,32,12,5,5,5,2.0,87,\N,\N,\N,\N,\N,\N,13,374_694
16894,694,385,6,2,9,6,6,6,1.0,87,\N,\N,\N,\N,\N,\N,13,385_694
16895,694,347,167,30,13,7,7,7,0.0,84,\N,\N,\N,\N,\N,\N,16,347_694
16896,694,399,181,38,17,8,8,8,0.0,84,\N,\N,\N,\N,\N,\N,16,399_694
16897,694,389,167,36,16,9,9,9,0.0,84,\N,\N,\N,\N,\N,\N,16,389_694
16898,694,346,167,28,11,\N,R,10,0.0,79,\N,\N,\N,\N,\N,\N,5,346_694
16899,694,383,183,34,14,\N,R,11,0.0,73,\N,\N,\N,\N,\N,\N,22,383_694
16900,694,341,167,24,10,\N,R,12,0.0,44,\N,\N,\N,\N,\N,\N,10,341_694
16901,694,304,191,18,2,\N,R,13,0.0,37,\N,\N,\N,\N,\N,\N,80,304_694
16902,694,397,176,8,15,\N,R,14,0.0,28,\N,\N,\N,\N,\N,\N,80,397_694
16903,694,364,189,10,4,\N,R,15,0.0,26,\N,\N,\N,\N,\N,\N,44,364_694
16904,694,387,6,4,5,\N,R,16,0.0,10,\N,\N,\N,\N,\N,\N,3,387_694
16905,694,358,167,26,6,\N,R,17,0.0,2,\N,\N,\N,\N,\N,\N,3,358_694
16906,695,356,191,3,5,1,1,1,9.0,15,2:27:03.0,8823000,\N,\N,\N,\N,1,356_695
16907,695,341,167,7,2,2,2,2,6.0,15,+44.4,8867400,\N,\N,\N,\N,1,341_695
16908,695,358,167,8,9,3,3,3,4.0,15,+2:32.6,8975600,\N,\N,\N,\N,1,358_695
16909,695,289,66,5,10,4,4,4,3.0,15,+6:41.4,9224400,\N,\N,\N,\N,1,289_695
16910,695,328,66,6,3,5,5,5,2.0,15,+8:28.9,9331900,\N,\N,\N,\N,1,328_695
16911,695,385,6,9,6,6,6,6,1.0,15,+10:56.4,9479400,\N,\N,\N,\N,1,385_695
16912,695,364,189,12,8,7,7,7,0.0,14,\N,\N,\N,\N,\N,\N,10,364_695
16913,695,397,176,2,17,8,8,8,0.0,14,\N,\N,\N,\N,\N,\N,11,397_695
16914,695,374,176,15,13,\N,R,9,0.0,12,\N,\N,\N,\N,\N,\N,91,374_695
16915,695,373,172,1,1,\N,R,10,0.0,11,\N,\N,\N,\N,\N,\N,3,373_695
16916,695,400,192,20,26,\N,R,11,0.0,10,\N,\N,\N,\N,\N,\N,22,400_695
16917,695,375,6,11,4,\N,R,12,0.0,9,\N,\N,\N,\N,\N,\N,10,375_695
16918,695,387,6,10,7,\N,R,13,0.0,9,\N,\N,\N,\N,\N,\N,3,387_695
16919,695,304,191,4,15,\N,R,14,0.0,8,\N,\N,\N,\N,\N,\N,80,304_695
16920,695,347,167,17,12,\N,R,15,0.0,3,\N,\N,\N,\N,\N,\N,8,347_695
16921,695,396,66,14,11,\N,R,16,0.0,3,\N,\N,\N,\N,\N,\N,5,396_695
16922,695,383,183,19,14,\N,R,17,0.0,2,\N,\N,\N,\N,\N,\N,7,383_695
16923,695,399,181,16,25,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,3,399_695
16924,695,389,167,18,0,\N,W,19,0.0,0,\N,\N,\N,\N,\N,\N,82,389_695
16925,696,375,6,6,2,1,1,1,9.0,68,1:47:14.8,6434800,\N,\N,\N,\N,1,375_696
16926,696,387,6,4,1,2,2,2,6.0,68,+5.8,6440600,\N,\N,\N,\N,1,387_696
16927,696,304,191,12,10,3,3,3,4.0,68,+6.1,6440900,\N,\N,\N,\N,1,304_696
16928,696,358,167,16,8,4,4,4,3.0,67,\N,\N,\N,\N,\N,\N,11,358_696
16929,696,374,176,42,14,5,5,5,2.0,67,\N,\N,\N,\N,\N,\N,11,374_696
16930,696,383,183,40,15,6,6,6,1.0,66,\N,\N,\N,\N,\N,\N,12,383_696
16931,696,396,66,48,18,7,7,7,0.0,65,\N,\N,\N,\N,\N,\N,13,396_696
16932,696,397,176,24,13,8,8,8,0.0,63,\N,\N,\N,\N,\N,\N,5,397_696
16933,696,402,172,20,20,9,9,9,0.0,63,\N,\N,\N,\N,\N,\N,15,402_696
16934,696,394,6,44,16,\N,N,10,0.0,59,\N,\N,\N,\N,\N,\N,62,394_696
16935,696,373,176,22,3,\N,R,11,0.0,58,\N,\N,\N,\N,\N,\N,6,373_696
16936,696,346,167,36,17,\N,R,12,0.0,46,\N,\N,\N,\N,\N,\N,5,346_696
16937,696,385,6,2,5,\N,R,13,0.0,33,\N,\N,\N,\N,\N,\N,80,385_696
16938,696,341,167,14,4,\N,R,14,0.0,31,\N,\N,\N,\N,\N,\N,95,341_696
16939,696,386,11,18,7,\N,R,15,0.0,16,\N,\N,\N,\N,\N,\N,3,386_696
16940,696,356,191,10,6,\N,R,16,0.0,7,\N,\N,\N,\N,\N,\N,44,356_696
16941,696,364,190,30,19,\N,R,17,0.0,7,\N,\N,\N,\N,\N,\N,5,364_696
16942,696,328,66,28,9,\N,R,18,0.0,5,\N,\N,\N,\N,\N,\N,95,328_696
16943,696,347,167,38,12,\N,R,19,0.0,3,\N,\N,\N,\N,\N,\N,37,347_696
16944,696,289,66,26,11,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,5,289_696
16945,696,403,189,34,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,403_696
16946,696,278,181,32,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,278_696
16947,697,373,176,1,2,1,1,1,9.0,108,2:09:40.11,7780110,\N,\N,\N,\N,1,373_697
16948,697,358,167,8,9,2,2,2,6.0,107,\N,\N,\N,\N,\N,\N,60,358_697
16949,697,341,167,7,4,3,3,3,4.0,107,\N,\N,\N,\N,\N,\N,11,341_697
16950,697,346,167,19,13,4,4,4,3.0,105,\N,\N,\N,\N,\N,\N,13,346_697
16951,697,360,187,17,11,5,5,5,2.0,105,\N,\N,\N,\N,\N,\N,13,360_697
16952,697,397,172,2,19,6,6,6,1.0,101,\N,\N,\N,\N,\N,\N,17,397_697
16953,697,404,66,10,17,\N,R,7,0.0,96,\N,\N,\N,\N,\N,\N,91,404_697
16954,697,386,11,12,8,\N,N,8,0.0,81,\N,\N,\N,\N,\N,\N,62,386_697
16955,697,374,176,18,12,\N,R,9,0.0,74,\N,\N,\N,\N,\N,\N,80,374_697
16956,697,405,11,14,18,\N,R,10,0.0,58,\N,\N,\N,\N,\N,\N,5,405_697
16957,697,347,167,22,15,\N,N,11,0.0,57,\N,\N,\N,\N,\N,\N,62,347_697
16958,697,356,191,5,1,\N,R,12,0.0,55,\N,\N,\N,\N,\N,\N,5,356_697
16959,697,328,66,4,6,\N,R,13,0.0,53,\N,\N,\N,\N,\N,\N,5,328_697
16960,697,289,66,3,5,\N,R,14,0.0,52,\N,\N,\N,\N,\N,\N,24,289_697
16961,697,385,6,9,3,\N,R,15,0.0,34,\N,\N,\N,\N,\N,\N,5,385_697
16962,697,304,191,6,7,\N,R,16,0.0,18,\N,\N,\N,\N,\N,\N,5,304_697
16963,697,345,176,11,10,\N,R,17,0.0,13,\N,\N,\N,\N,\N,\N,31,345_697
16964,697,364,190,15,14,\N,R,18,0.0,13,\N,\N,\N,\N,\N,\N,8,364_697
16965,697,396,189,16,16,\N,D,19,0.0,5,\N,\N,\N,\N,\N,\N,2,396_697
16966,698,341,167,7,1,1,1,1,9.0,65,2:06:35.34,7595340,\N,\N,\N,\N,1,341_698
16967,698,356,191,5,4,2,2,2,6.0,65,+7.88,7603220,\N,\N,\N,\N,1,356_698
16968,698,304,191,6,6,3,3,3,4.0,64,\N,\N,\N,\N,\N,\N,11,304_698
16969,698,386,11,12,3,4,4,4,3.0,64,\N,\N,\N,\N,\N,\N,11,386_698
16970,698,364,189,15,9,5,5,5,2.0,64,\N,\N,\N,\N,\N,\N,11,364_698
16971,698,347,167,22,12,6,6,6,1.0,63,\N,\N,\N,\N,\N,\N,12,347_698
16972,698,397,176,2,17,7,7,7,0.0,61,\N,\N,\N,\N,\N,\N,14,397_698
16973,698,405,11,14,13,8,8,8,0.0,60,\N,\N,\N,\N,\N,\N,15,405_698
16974,698,345,176,11,8,\N,R,9,0.0,49,\N,\N,\N,\N,\N,\N,24,345_698
16975,698,360,187,17,14,\N,R,10,0.0,40,\N,\N,\N,\N,\N,\N,5,360_698
16976,698,346,167,19,11,\N,R,11,0.0,33,\N,\N,\N,\N,\N,\N,22,346_698
16977,698,358,167,8,5,\N,R,12,0.0,32,\N,\N,\N,\N,\N,\N,22,358_698
16978,698,404,66,10,16,\N,R,13,0.0,28,\N,\N,\N,\N,\N,\N,7,404_698
16979,698,328,66,4,10,\N,R,14,0.0,26,\N,\N,\N,\N,\N,\N,44,328_698
16980,698,396,190,16,18,\N,R,15,0.0,24,\N,\N,\N,\N,\N,\N,69,396_698
16981,698,289,66,3,7,\N,R,16,0.0,18,\N,\N,\N,\N,\N,\N,5,289_698
16982,698,373,176,1,2,\N,R,17,0.0,9,\N,\N,\N,\N,\N,\N,6,373_698
16983,698,382,167,9,15,\N,R,18,0.0,9,\N,\N,\N,\N,\N,\N,25,382_698
16984,699,373,172,5,1,1,1,1,9.0,85,2:06:46.0,7606000,\N,\N,\N,\N,1,373_699
16985,699,341,6,1,2,2,2,2,6.0,85,+29.0,7635000,\N,\N,\N,\N,1,341_699
16986,699,289,66,3,5,3,3,3,4.0,85,+31.8,7637800,\N,\N,\N,\N,1,289_699
16987,699,374,172,6,4,4,4,4,3.0,85,+54.4,7660400,\N,\N,\N,\N,1,374_699
16988,699,360,170,9,8,5,5,5,2.0,84,\N,\N,\N,\N,\N,\N,11,360_699
16989,699,328,66,4,11,6,6,6,1.0,83,\N,\N,\N,\N,\N,\N,12,328_699
16990,699,346,181,12,14,7,7,7,0.0,83,\N,\N,\N,\N,\N,\N,12,346_699
16991,699,356,183,7,3,8,8,8,0.0,81,\N,\N,\N,\N,\N,\N,14,356_699
16992,699,406,182,18,16,9,9,9,0.0,81,\N,\N,\N,\N,\N,\N,14,406_699
16993,699,362,51,20,17,10,10,10,0.0,79,\N,\N,\N,\N,\N,\N,16,362_699
16994,699,408,176,15,13,11,11,11,0.0,77,\N,\N,\N,\N,\N,\N,18,408_699
16995,699,380,181,16,15,12,12,12,0.0,75,\N,\N,\N,\N,\N,\N,88,380_699
16996,699,368,185,25,20,13,13,13,0.0,73,\N,\N,\N,\N,\N,\N,55,368_699
16997,699,407,182,19,19,14,14,14,0.0,71,\N,\N,\N,\N,\N,\N,111,407_699
16998,699,385,6,2,6,15,15,15,0.0,66,\N,\N,\N,\N,\N,\N,80,385_699
16999,699,383,183,14,12,\N,N,16,0.0,50,\N,\N,\N,\N,\N,\N,62,383_699
17000,699,347,183,11,7,\N,R,17,0.0,42,\N,\N,\N,\N,\N,\N,8,347_699
17001,699,358,170,10,10,\N,R,18,0.0,39,\N,\N,\N,\N,\N,\N,10,358_699
17002,699,340,170,17,18,\N,R,19,0.0,20,\N,\N,\N,\N,\N,\N,86,340_699
17003,699,364,183,8,9,\N,R,20,0.0,11,\N,\N,\N,\N,\N,\N,80,364_699
17004,699,409,186,28,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,409_699
17005,699,410,172,23,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,410_699
17006,699,411,184,21,0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81,411_699
17007,699,412,180,27,0,\N,F,24,0.0,0,\N,\N,\N,\N,\N,\N,81,412_699
17008,699,413,172,22,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81,413_699
17009,699,414,172,24,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,97,414_699
17010,699,334,185,29,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,97,334_699
17011,699,293,180,32,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,97,293_699
17012,699,415,93,26,0,\N,W,29,0.0,0,\N,\N,\N,\N,\N,\N,54,415_699
17013,699,416,167,31,0,\N,W,30,0.0,0,\N,\N,\N,\N,\N,\N,54,416_699
17014,699,417,170,33,0,\N,W,31,0.0,0,\N,\N,\N,\N,\N,\N,54,417_699
17015,700,289,66,3,1,1,1,1,9.0,100,2:37:39.6,9459600,\N,\N,\N,\N,1,289_700
17016,700,385,6,17,4,2,2,2,6.0,100,+1:04.0,9523600,\N,\N,\N,\N,1,385_700
17017,700,328,66,4,3,3,3,3,4.0,100,+1:41.9,9561500,\N,\N,\N,\N,1,328_700
17018,700,341,6,18,5,4,4,4,3.0,99,\N,\N,\N,\N,\N,\N,60,341_700
17019,700,360,170,7,7,5,5,5,2.0,98,\N,\N,\N,\N,\N,\N,12,360_700
17020,700,346,181,14,10,6,6,6,1.0,98,\N,\N,\N,\N,\N,\N,12,346_700
17021,700,347,183,12,13,7,7,7,0.0,97,\N,\N,\N,\N,\N,\N,13,347_700
17022,700,304,183,2,8,8,8,8,0.0,92,\N,\N,\N,\N,\N,\N,18,304_700
17023,700,383,183,9,9,9,9,9,0.0,85,\N,\N,\N,\N,\N,\N,112,383_700
17024,700,406,172,10,14,10,10,10,0.0,79,\N,\N,\N,\N,\N,\N,3,406_700
17025,700,356,183,1,2,\N,R,11,0.0,43,\N,\N,\N,\N,\N,\N,5,356_700
17026,700,370,176,15,6,\N,R,12,0.0,43,\N,\N,\N,\N,\N,\N,36,370_700
17027,700,405,11,19,15,\N,R,13,0.0,33,\N,\N,\N,\N,\N,\N,6,405_700
17028,700,380,181,11,11,\N,R,14,0.0,29,\N,\N,\N,\N,\N,\N,5,380_700
17029,700,305,176,16,12,\N,R,15,0.0,12,\N,\N,\N,\N,\N,\N,6,305_700
17030,700,386,11,20,17,\N,R,16,0.0,0,\N,\N,\N,\N,\N,\N,86,386_700
17031,700,358,170,8,0,\N,F,17,0.0,0,\N,\N,\N,\N,\N,\N,81,358_700
17032,701,373,172,17,2,1,1,1,9.0,32,2:23:34.8,8614800,\N,\N,\N,\N,1,373_701
17033,701,328,66,8,3,2,2,2,6.0,32,+44.8,8659600,\N,\N,\N,\N,1,328_701
17034,701,360,170,4,9,3,3,3,4.0,31,\N,\N,\N,\N,\N,\N,11,360_701
17035,701,356,183,14,10,4,4,4,3.0,31,\N,\N,\N,\N,\N,\N,11,356_701
17036,701,289,66,7,1,5,5,5,2.0,31,\N,\N,\N,\N,\N,\N,11,289_701
17037,701,386,11,10,4,6,6,6,1.0,31,\N,\N,\N,\N,\N,\N,11,386_701
17038,701,374,172,18,12,7,7,7,0.0,31,\N,\N,\N,\N,\N,\N,11,374_701
17039,701,346,181,21,8,8,8,8,0.0,31,\N,\N,\N,\N,\N,\N,11,346_701
17040,701,385,6,2,15,9,9,9,0.0,30,\N,\N,\N,\N,\N,\N,12,385_701
17041,701,364,183,15,5,10,10,10,0.0,30,\N,\N,\N,\N,\N,\N,12,364_701
17042,701,358,170,5,14,11,11,11,0.0,29,\N,\N,\N,\N,\N,\N,13,358_701
17043,701,376,66,27,17,12,12,12,0.0,29,\N,\N,\N,\N,\N,\N,13,376_701
17044,701,404,176,22,16,13,13,13,0.0,27,\N,\N,\N,\N,\N,\N,15,404_701
17045,701,370,176,23,13,14,14,14,0.0,26,\N,\N,\N,\N,\N,\N,3,370_701
17046,701,418,66,29,20,\N,R,15,0.0,12,\N,\N,\N,\N,\N,\N,48,418_701
17047,701,347,183,20,7,\N,R,16,0.0,9,\N,\N,\N,\N,\N,\N,80,347_701
17048,701,405,11,11,11,\N,R,17,0.0,9,\N,\N,\N,\N,\N,\N,6,405_701
17049,701,341,6,1,6,\N,R,18,0.0,5,\N,\N,\N,\N,\N,\N,5,341_701
17050,701,380,181,26,19,\N,R,19,0.0,3,\N,\N,\N,\N,\N,\N,80,380_701
17051,702,373,172,6,1,1,1,1,9.0,40,2:41:38.4,9698400,\N,\N,\N,\N,1,373_702
17052,702,328,66,12,2,2,2,2,6.0,40,+26.3,9724700,\N,\N,\N,\N,1,328_702
17053,702,341,6,2,4,3,3,3,4.0,40,+2:33.5,9851900,\N,\N,\N,\N,1,341_702
17054,702,304,183,16,6,4,4,4,3.0,40,+2:53.1,9871500,\N,\N,\N,\N,1,304_702
17055,702,289,66,10,13,5,5,5,2.0,39,\N,\N,\N,\N,\N,\N,11,289_702
17056,702,346,181,36,14,6,6,6,1.0,39,\N,\N,\N,\N,\N,\N,11,346_702
17057,702,374,172,8,10,7,7,7,0.0,39,\N,\N,\N,\N,\N,\N,11,374_702
17058,702,385,6,4,3,8,8,8,0.0,36,\N,\N,\N,\N,\N,\N,3,385_702
17059,702,383,183,30,15,9,9,9,0.0,34,\N,\N,\N,\N,\N,\N,69,383_702
17060,702,360,170,18,9,\N,R,10,0.0,23,\N,\N,\N,\N,\N,\N,22,360_702
17061,702,347,183,34,11,\N,R,11,0.0,21,\N,\N,\N,\N,\N,\N,91,347_702
17062,702,278,176,24,8,\N,R,12,0.0,20,\N,\N,\N,\N,\N,\N,69,278_702
17063,702,404,176,22,17,\N,R,13,0.0,18,\N,\N,\N,\N,\N,\N,6,404_702
17064,702,364,183,14,5,\N,R,14,0.0,16,\N,\N,\N,\N,\N,\N,5,364_702
17065,702,386,11,26,7,\N,R,15,0.0,9,\N,\N,\N,\N,\N,\N,80,386_702
17066,702,405,11,28,16,\N,R,16,0.0,4,\N,\N,\N,\N,\N,\N,80,405_702
17067,702,358,170,20,12,\N,R,17,0.0,3,\N,\N,\N,\N,\N,\N,3,358_702
17068,703,373,172,5,1,1,1,1,9.0,80,2:05:25.4,7525400,\N,\N,\N,\N,1,373_703
17069,703,289,66,3,2,2,2,2,6.0,80,+3.2,7528600,\N,\N,\N,\N,1,289_703
17070,703,341,6,1,5,3,3,3,4.0,80,+27.6,7553000,\N,\N,\N,\N,1,341_703
17071,703,374,172,6,6,4,4,4,3.0,80,+39.6,7565000,\N,\N,\N,\N,1,374_703
17072,703,328,66,4,4,5,5,5,2.0,80,+1:14.6,7600000,\N,\N,\N,\N,1,328_703
17073,703,364,183,7,7,6,6,6,1.0,79,\N,\N,\N,\N,\N,\N,11,364_703
17074,703,347,183,15,14,7,7,7,0.0,79,\N,\N,\N,\N,\N,\N,11,347_703
17075,703,380,181,17,13,8,8,8,0.0,78,\N,\N,\N,\N,\N,\N,12,380_703
17076,703,346,181,16,18,9,9,9,0.0,78,\N,\N,\N,\N,\N,\N,12,346_703
17077,703,360,170,9,11,10,10,10,0.0,77,\N,\N,\N,\N,\N,\N,13,360_703
17078,703,420,181,24,20,11,11,11,0.0,73,\N,\N,\N,\N,\N,\N,17,420_703
17079,703,418,66,12,19,12,12,12,0.0,70,\N,\N,\N,\N,\N,\N,88,418_703
17080,703,370,176,22,16,13,13,13,0.0,63,\N,\N,\N,\N,\N,\N,50,370_703
17081,703,358,170,10,12,14,14,14,0.0,62,\N,\N,\N,\N,\N,\N,5,358_703
17082,703,404,176,23,15,\N,R,15,0.0,41,\N,\N,\N,\N,\N,\N,5,404_703
17083,703,419,170,20,21,\N,R,16,0.0,38,\N,\N,\N,\N,\N,\N,80,419_703
17084,703,383,183,18,17,\N,R,17,0.0,33,\N,\N,\N,\N,\N,\N,6,383_703
17085,703,304,183,14,10,\N,R,18,0.0,29,\N,\N,\N,\N,\N,\N,91,304_703
17086,703,386,11,11,3,\N,R,19,0.0,26,\N,\N,\N,\N,\N,\N,98,386_703
17087,703,385,6,2,9,\N,R,20,0.0,2,\N,\N,\N,\N,\N,\N,5,385_703
17088,703,356,183,8,8,\N,W,21,0.0,0,\N,\N,\N,\N,\N,\N,54,356_703
17089,703,421,186,25,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,421_703
17090,703,422,172,26,0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81,422_703
17091,704,373,172,6,2,1,1,1,9.0,80,2:03:59.1,7439100,\N,\N,\N,\N,1,373_704
17092,704,328,66,12,6,2,2,2,6.0,80,+8.0,7447100,\N,\N,\N,\N,1,328_704
17093,704,364,183,16,5,3,3,3,4.0,80,+13.0,7452100,\N,\N,\N,\N,1,364_704
17094,704,289,66,10,1,4,4,4,3.0,80,+45.1,7484200,\N,\N,\N,\N,1,289_704
17095,704,304,183,14,7,5,5,5,2.0,79,\N,\N,\N,\N,\N,\N,11,304_704
17096,704,386,11,22,3,6,6,6,1.0,79,\N,\N,\N,\N,\N,\N,11,386_704
17097,704,341,6,2,4,7,7,7,0.0,79,\N,\N,\N,\N,\N,\N,11,341_704
17098,704,374,172,8,8,8,8,8,0.0,79,\N,\N,\N,\N,\N,\N,11,374_704
17099,704,385,6,4,12,9,9,9,0.0,79,\N,\N,\N,\N,\N,\N,11,385_704
17100,704,404,176,38,13,10,10,10,0.0,78,\N,\N,\N,\N,\N,\N,12,404_704
17101,704,380,181,30,11,11,11,11,0.0,77,\N,\N,\N,\N,\N,\N,13,380_704
17102,704,370,176,34,17,12,12,12,0.0,77,\N,\N,\N,\N,\N,\N,13,370_704
17103,704,346,181,28,10,13,13,13,0.0,55,\N,\N,\N,\N,\N,\N,113,346_704
17104,704,358,170,20,14,\N,R,14,0.0,48,\N,\N,\N,\N,\N,\N,51,358_704
17105,704,360,170,18,9,\N,R,15,0.0,36,\N,\N,\N,\N,\N,\N,24,360_704
17106,704,347,183,26,15,\N,R,16,0.0,16,\N,\N,\N,\N,\N,\N,44,347_704
17107,704,383,183,36,16,\N,R,17,0.0,11,\N,\N,\N,\N,\N,\N,5,383_704
17108,705,373,172,1,1,1,1,1,9.0,15,2:07:52.4,7672400,\N,\N,\N,\N,1,373_705
17109,705,289,66,9,3,2,2,2,6.0,15,+15.9,7688300,\N,\N,\N,\N,1,289_705
17110,705,364,183,5,5,3,3,3,4.0,15,+21.4,7693800,\N,\N,\N,\N,1,364_705
17111,705,358,170,12,8,4,4,4,3.0,15,+3:29.6,7882000,\N,\N,\N,\N,1,358_705
17112,705,356,183,4,14,5,5,5,2.0,15,+4:41.2,7953600,\N,\N,\N,\N,1,356_705
17113,705,385,6,8,7,6,6,6,1.0,15,+5:08.6,7981000,\N,\N,\N,\N,1,385_705
17114,705,347,183,16,9,7,7,7,0.0,15,+5:58.5,8030900,\N,\N,\N,\N,1,347_705
17115,705,418,66,24,19,8,8,8,0.0,14,\N,\N,\N,\N,\N,\N,11,418_705
17116,705,341,6,7,4,\N,R,9,0.0,11,\N,\N,\N,\N,\N,\N,6,341_705
17117,705,346,181,17,11,\N,R,10,0.0,9,\N,\N,\N,\N,\N,\N,5,346_705
17118,705,374,172,2,6,\N,R,11,0.0,8,\N,\N,\N,\N,\N,\N,7,374_705
